"성별","행정구역별","연령별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2","2021. 2/2","2022. 1/2","2022. 2/2",
"전체","전국","40~49세","국제 및 외국기관","","2.21995","2.33127","3.54042","4.47599","4.33206","5.56758","5.04065","3.87615","2.34812","3.44591","1.02939","1.59391","2.08095","3.00311","3.45973","4.21319","3.78817","3.77585","2.8303","4.91305",
"전체","전국","50~59세","합계","","5667.43016","5846.83354","5949.85018","6002.36743","6025.51569","6098.50011","6085.71538","6227.44884","6268.80412","6352.92878","6339.43079","6355.17276","6402.23144","6467.15118","6254.51014","6343.41888","6409.52825","6511.42712","6617.15381","6658.44061",
"전체","전국","50~59세","농림어업","","380.48582","411.34804","372.80381","374.28823","336.28842","343.71141","305.32932","316.1705","293.8114","313.55604","311.48623","310.89431","293.4139","311.93869","279.29232","289.24365","258.80302","273.9048","257.33748","272.12147",
"전체","전국","50~59세","광업","","6.14814","4.83931","6.21982","3.46369","4.084","6.39563","7.61069","9.94769","9.69601","7.72182","8.47963","6.00588","6.01134","5.87888","4.91621","3.73499","4.27152","4.17876","5.45227","2.2094",
"전체","전국","50~59세","제조업","","893.36455","932.88219","954.46582","980.46681","1008.10435","1024.46756","1043.38201","1053.47108","1068.49144","1075.62353","1080.73811","1086.58533","1075.95318","1074.61696","1080.41813","1056.72909","1081.55861","1080.2299","1138.53777","1125.36696",
"전체","전국","50~59세","전기,가스,증기 및 수도사업","","19.91599","23.85539","20.14701","21.73276","25.34022","25.24936","23.1568","20.54131","21.71282","23.77204","25.76059","22.79156","23.74109","25.87009","24.96269","28.06973","18.32072","21.1016","22.90376","22.9364",
"전체","전국","50~59세","하수·폐기물처리,원료재생 및 환경복원업","","20.5651","27.16101","26.51965","22.95839","26.24258","25.77338","31.27742","32.78971","29.87972","30.74358","35.87859","37.48983","33.01184","37.87396","40.49968","40.08897","52.97776","53.31826","47.44286","42.7055",
"전체","전국","50~59세","건설업","","562.07274","584.38117","567.47903","611.97906","606.35841","604.17486","588.04242","635.51874","652.97547","683.1671","667.50008","698.82232","665.06609","678.74859","634.29946","690.34653","672.2761","687.31492","692.30867","704.14108",
"전체","전국","50~59세","도소매업","","713.36024","751.40094","790.42142","813.686","800.07615","806.10369","802.28831","824.95163","849.48984","865.61661","852.31833","860.6379","867.6748","869.31743","849.01996","827.30713","806.92135","796.89972","816.59609","772.01832",
"전체","전국","50~59세","운수업","","479.12444","487.48337","483.72972","474.84813","469.25119","461.49842","463.26159","447.12916","442.43154","441.70612","447.57903","432.46793","430.30964","434.18538","428.67197","419.70578","451.61944","457.98762","458.12406","447.1379",
"전체","전국","50~59세","숙박 및 음식점업","","580.26606","580.03898","604.76869","611.25197","610.10086","629.31498","621.36348","649.17657","635.02285","619.25715","617.35205","582.05347","608.31694","591.73306","533.60155","518.86264","514.31678","504.62859","498.57961","513.59731",
"전체","전국","50~59세","출판,영상,방송통신 및 정보서비스업","","67.44799","66.33468","72.56403","62.44698","74.41707","77.95188","75.15697","82.80271","82.24934","89.30431","93.63042","92.56281","106.94817","104.96539","114.59566","107.48974","119.53938","122.28617","126.44166","136.92341",
"전체","전국","50~59세","금융 및 보험업","","152.04709","168.56836","171.30489","169.1657","167.78962","169.05486","167.24531","183.21678","172.48209","182.15681","184.9338","197.23924","181.08351","183.85194","183.77455","197.79152","217.98376","217.08831","209.36056","218.25524",
"전체","전국","50~59세","부동산업 및 임대업","","119.16583","118.22826","123.43279","130.26575","121.05642","132.31664","132.60395","145.64043","156.75923","157.62047","151.32826","157.29755","163.20526","162.8917","150.42697","144.52066","153.14269","159.11914","158.74474","145.53473",
"전체","전국","50~59세","전문,과학 및 기술서비스업","","122.24457","115.97028","125.39088","122.30392","125.26635","133.58689","143.10332","144.53076","144.06057","143.27578","145.22278","153.01091","160.66337","165.70345","158.7535","168.83323","175.4836","187.60145","193.85301","204.04658",
"전체","전국","50~59세","사업시설관리 및 사업지원 서비스업","","302.65239","278.06091","302.33734","302.39812","328.45646","342.32382","339.23106","325.02777","313.60012","321.45308","312.9623","281.07153","287.16444","288.204","264.30837","291.46159","315.88752","326.15391","340.01507","341.31542",
"전체","전국","50~59세","공공행정,국방 및 사회보장행정","","230.31768","240.84222","255.31104","228.24658","231.84924","233.27635","239.14056","233.51499","240.47299","257.64969","255.75649","263.54185","257.92201","251.98253","258.21987","280.34528","267.94142","274.42115","288.39001","286.80176",
"전체","전국","50~59세","교육서비스업","","272.68025","292.5629","312.87866","305.51455","313.74797","318.97752","331.30524","344.59875","379.0363","361.01037","361.10062","375.15414","390.18867","395.98756","389.52419","389.41367","404.44253","429.46999","439.03945","448.61266",
"전체","전국","50~59세","보건업 및 사회복지서비스업","","256.22112","275.43337","288.97814","316.96629","312.70404","316.25402","334.60141","344.29938","345.58462","361.79251","378.64215","396.74445","419.27085","443.6538","452.7221","473.58787","499.76334","525.5149","538.48155","577.97771",
"전체","전국","50~59세","예술,스포츠 및 여가관련 서비스업","","72.38086","66.45898","68.49988","69.36508","76.1875","73.59021","66.27275","75.38613","72.03137","77.27578","72.06436","74.37169","87.02456","94.38197","88.71668","89.80038","82.61156","82.79803","85.52796","85.61492",
"전체","전국","50~59세","협회 및 단체,수리 기타 개인서비스업","","334.20552","337.68409","343.44348","329.38195","344.29571","337.45782","338.64217","333.60442","328.59744","312.43023","316.32171","309.90008","320.64376","304.40668","282.16883","287.26629","278.31422","276.06215","273.33096","285.26731",
"전체","전국","50~59세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","80.80165","80.24697","54.8928","46.22976","37.62026","29.95539","26.50847","20.40198","26.10427","23.40469","18.73999","13.96697","20.54599","35.54583","30.67049","33.481","28.42664","26.9182","22.57097","21.8969",
"전체","전국","50~59세","국제 및 외국기관","","1.96214","3.05211","4.2613","5.40773","6.27888","7.06543","6.19214","4.72836","4.3147","4.39109","1.63526","2.56301","4.07202","5.4133","4.94695","5.33917","4.92633","4.42953","4.11531","3.95965",
"전체","전국","60세이상","합계","","3332.95535","3499.25145","3523.50554","3675.17673","3640.43369","3817.20772","3847.97572","4086.92896","4091.62036","4322.16637","4319.20285","4564.57307","4647.81579","4980.67143","4922.47116","5353.57246","5408.4525","5722.66685","5831.89935","6182.31897",
"전체","전국","60세이상","농림어업","","970.36069","1075.46718","958.14967","1002.81153","881.2707","919.13932","858.41486","908.82639","861.17081","936.55286","895.6198","992.56657","934.56244","1049.16172","1019.41637","1084.05104","1041.74968","1128.42041","1109.4002","1177.39654",
"전체","전국","60세이상","광업","","2.49357","1.81457","1.07623","1.31286","1.603","2.39877","3.73993","3.72666","4.58951","5.1471","5.15759","3.335","3.06329","2.69957","2.80741","2.38436","3.23781","2.60215","3.26233","1.82909",
"전체","전국","60세이상","제조업","","226.85421","231.78009","238.7154","252.68154","263.95431","291.01763","295.95323","313.08592","318.508","336.46041","335.64028","366.14234","368.77172","394.23495","400.88406","413.22452","434.09089","456.86238","508.25358","545.62336",
"전체","전국","60세이상","전기,가스,증기 및 수도사업","","2.94653","3.81113","1.99703","2.41493","2.98628","3.46436","4.89204","5.28967","4.99959","4.61282","5.47348","5.30118","3.98431","4.99108","3.5876","7.05786","3.88478","4.98921","5.84777","6.2109",
"전체","전국","60세이상","하수·폐기물처리,원료재생 및 환경복원업","","7.22328","8.39458","10.76365","12.04584","12.08371","10.35572","11.16603","10.08879","12.23658","14.82951","17.84914","19.59795","19.4234","24.44991","25.60588","30.02257","32.05187","32.35757","33.78239","29.83837",
"전체","전국","60세이상","건설업","","162.43514","177.24821","176.86978","199.84132","213.09991","216.55897","215.53057","240.13593","265.32415","287.24232","290.37906","311.34931","303.24878","309.66874","312.91128","364.92999","375.3982","413.18236","418.43662","447.87478",
"전체","전국","60세이상","도소매업","","373.68482","378.05697","399.4485","409.79266","420.66493","427.03952","419.95142","431.01471","432.92407","448.59191","437.1539","456.30798","449.17783","463.46927","475.92885","477.98985","475.92792","483.41747","490.28407","504.96351",
"전체","전국","60세이상","운수업","","227.53898","229.51464","246.64328","251.23309","266.17547","276.72571","287.2086","303.44643","296.13913","306.66984","312.88331","317.61871","323.2854","328.57614","343.2759","350.43871","366.76756","391.9418","399.90765","424.55923",
"전체","전국","60세이상","숙박 및 음식점업","","191.65564","200.52048","219.96738","237.73438","237.3907","250.90967","280.87284","291.7308","301.99252","305.46812","297.60311","308.99559","342.80459","354.30366","344.15236","351.37228","367.06325","366.05004","368.10204","408.60022",
"전체","전국","60세이상","출판,영상,방송통신 및 정보서비스업","","11.50113","11.18551","12.87553","13.52612","14.33839","13.08593","14.21677","14.16017","14.70543","14.54089","15.40741","16.25591","19.582","19.68788","19.31907","18.55844","22.32499","22.93786","24.66608","28.65887",
"전체","전국","60세이상","금융 및 보험업","","27.79528","26.06109","31.32182","30.17409","30.02276","35.31724","33.52805","34.78957","35.06499","45.20161","45.60437","50.7238","49.1153","52.0794","56.76539","61.16436","64.65509","64.19656","67.14404","68.76265",
"전체","전국","60세이상","부동산업 및 임대업","","125.09305","142.52408","137.78895","139.21272","138.83022","138.50374","135.40586","146.64458","164.41753","164.75267","164.70878","166.01195","183.41905","201.14724","195.2523","188.01195","197.01014","205.56216","211.71132","227.97531",
"전체","전국","60세이상","전문,과학 및 기술서비스업","","39.76941","40.70657","43.63936","45.12438","45.97213","50.77498","51.91133","53.36124","54.9993","59.1927","59.04829","61.45777","74.603","79.93863","87.26129","90.25682","94.04481","95.68843","96.12533","103.38792",
"전체","전국","60세이상","사업시설관리 및 사업지원 서비스업","","314.21841","310.93708","317.47084","319.24147","328.20351","354.83649","379.82469","401.30562","392.79083","391.48912","382.56967","363.17627","375.84086","390.73272","400.23157","430.58397","429.48703","451.02665","464.54867","469.15444",
"전체","전국","60세이상","공공행정,국방 및 사회보장행정","","156.98151","148.00936","167.69697","160.36474","171.4976","173.68163","181.85708","190.84717","187.52317","221.88234","236.16579","243.82789","256.99967","258.6","212.12823","314.61923","269.16963","285.1875","293.25684","296.12486",
"전체","전국","60세이상","교육서비스업","","74.09813","81.51676","91.39128","97.07202","86.41513","103.51752","99.87956","107.04124","116.88181","110.05951","108.48301","122.62121","124.61187","135.72609","125.90709","132.79636","153.5357","159.07263","169.77537","177.75933",
"전체","전국","60세이상","보건업 및 사회복지서비스업","","147.82696","164.27717","195.8643","220.93252","241.58573","268.46234","277.93731","313.62713","308.88241","366.86849","401.76491","454.63727","492.69998","558.03834","546.1214","655.28801","712.23598","808.6426","810.11936","887.82034",
"전체","전국","60세이상","예술,스포츠 및 여가관련 서비스업","","25.16378","26.94144","29.66318","33.15993","36.31783","35.9982","34.54892","38.52284","38.74035","35.60149","40.85498","39.8468","47.29472","60.72654","63.82314","63.07915","60.56066","57.6867","61.7166","64.65288",
"전체","전국","60세이상","협회 및 단체,수리 기타 개인서비스업","","171.99725","177.18759","190.19736","199.35797","204.72527","208.36548","222.58758","239.78344","238.80942","235.91258","237.41595","238.26029","239.78321","229.2513","230.13768","250.72933","248.48245","241.43313","247.15269","255.96764",
"전체","전국","60세이상","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","71.73775","62.00854","49.7128","44.73016","41.18975","33.23798","33.91722","36.85415","38.90587","28.809","28.48836","25.19918","34.00702","59.50599","52.60217","62.20468","53.21997","47.72046","43.86826","51.04452",
"전체","전국","60세이상","국제 및 외국기관","","1.57984","1.28843","2.25223","2.41247","2.10637","3.81653","4.63184","2.64653","2.01488","2.28108",".93168","1.34011","1.53735","3.68226","4.35212","4.80901","3.55411","3.68878","4.53815","4.11422",
